market,category,list_type,date,rank,asin,title,brand,price_low,price_high,rate,review_count,has_video,sales_rank,previous_sales_rank,pct_chg_sales_rank,source_file,product_url
US,Category A,best_seller,2026-02-01,34,DEMO00034,Demo Product 00034,Brand_140,235.78,,4.8,1507.0,1,,,,demo,https://example.com/dp/DEMO00034
US,Category A,best_seller,2026-02-01,35,DEMO00035,Demo Product 00035,Brand_NA,30.78,,4.5,1262.0,1,,,,demo,https://example.com/dp/DEMO00035
US,Category A,best_seller,2026-02-01,36,DEMO00036,Demo Product 00036,Brand_NA,17.27,,4.1,1169.0,1,,,,demo,https://example.com/dp/DEMO00036
US,Category A,best_seller,2026-02-01,37,DEMO00037,Demo Product 00037,Brand_028,146.77,,4.7,1234.0,0,,,,demo,https://example.com/dp/DEMO00037
US,Category A,best_seller,2026-02-01,38,DEMO00038,Demo Product 00038,Brand_NA,25.55,,4.6,1072.0,0,,,,demo,https://example.com/dp/DEMO00038
US,Category A,best_seller,2026-02-01,39,DEMO00039,Demo Product 00039,Brand_013,117.2,,4.5,419.0,1,,,,demo,https://example.com/dp/DEMO00039
US,Category A,best_seller,2026-02-01,40,DEMO00040,Demo Product 00040,Brand_184,27.09,,4.5,825.0,1,,,,demo,https://example.com/dp/DEMO00040
US,Category A,best_seller,2026-02-01,41,DEMO00041,Demo Product 00041,Brand_NA,59.28,,4.3,3959.0,1,,,,demo,https://example.com/dp/DEMO00041
US,Category A,best_seller,2026-02-01,42,DEMO00042,Demo Product 00042,Brand_032,108.3,,4.7,874.0,1,,,,demo,https://example.com/dp/DEMO00042
US,Category A,best_seller,2026-02-01,43,DEMO00043,Demo Product 00043,Brand_032,70.25,,4.5,898.0,0,,,,demo,https://example.com/dp/DEMO00043
US,Category A,best_seller,2026-02-01,44,DEMO00044,Demo Product 00044,Brand_166,92.5,,4.4,1885.0,1,,,,demo,https://example.com/dp/DEMO00044
US,Category A,best_seller,2026-02-01,45,DEMO00045,Demo Product 00045,Brand_103,50.15,,4.3,1891.0,1,,,,demo,https://example.com/dp/DEMO00045
US,Category A,best_seller,2026-02-01,46,DEMO00046,Demo Product 00046,Brand_071,155.82,,4.5,750.0,1,,,,demo,https://example.com/dp/DEMO00046
US,Category A,best_seller,2026-02-01,47,DEMO00047,Demo Product 00047,Brand_143,92.84,,4.3,4984.0,1,,,,demo,https://example.com/dp/DEMO00047
US,Category A,best_seller,2026-02-01,48,DEMO00048,Demo Product 00048,Brand_NA,66.39,,4.5,1874.0,0,,,,demo,https://example.com/dp/DEMO00048
US,Category A,best_seller,2026-02-01,49,DEMO00049,Demo Product 00049,Brand_052,88.93,,4.5,611.0,1,,,,demo,https://example.com/dp/DEMO00049
US,Category A,best_seller,2026-02-01,50,DEMO00050,Demo Product 00050,Brand_298,18.33,,4.1,8302.0,1,,,,demo,https://example.com/dp/DEMO00050
US,Category A,best_seller,2026-02-01,51,DEMO00051,Demo Product 00051,Brand_299,29.2,,4.5,42.0,0,,,,demo,https://example.com/dp/DEMO00051
US,Category A,best_seller,2026-02-01,52,DEMO00052,Demo Product 00052,Brand_258,17.42,,4.4,9999.0,1,,,,demo,https://example.com/dp/DEMO00052
US,Category A,best_seller,2026-02-01,53,DEMO00053,Demo Product 00053,Brand_227,107.48,,4.5,1097.0,1,,,,demo,https://example.com/dp/DEMO00053
US,Category A,best_seller,2026-02-01,54,DEMO00054,Demo Product 00054,Brand_010,363.14,,4.7,517.0,1,,,,demo,https://example.com/dp/DEMO00054
US,Category A,best_seller,2026-02-01,55,DEMO00055,Demo Product 00055,Brand_011,86.43,,4.5,9979.0,1,,,,demo,https://example.com/dp/DEMO00055
US,Category A,best_seller,2026-02-01,56,DEMO00056,Demo Product 00056,Brand_058,29.57,,4.0,87.0,1,,,,demo,https://example.com/dp/DEMO00056
US,Category A,best_seller,2026-02-01,57,DEMO00057,Demo Product 00057,Brand_011,92.08,,4.5,5418.0,1,,,,demo,https://example.com/dp/DEMO00057
US,Category A,best_seller,2026-02-01,58,DEMO00058,Demo Product 00058,Brand_167,87.03,,5.0,3.0,1,,,,demo,https://example.com/dp/DEMO00058
US,Category A,best_seller,2026-02-01,59,DEMO00059,Demo Product 00059,Brand_NA,35.38,,4.4,316.0,0,,,,demo,https://example.com/dp/DEMO00059
US,Category A,best_seller,2026-02-01,60,DEMO00060,Demo Product 00060,Brand_090,36.93,,4.4,35.0,0,,,,demo,https://example.com/dp/DEMO00060
US,Category A,best_seller,2026-02-01,61,DEMO00061,Demo Product 00061,Brand_NA,9.07,,4.3,97.0,0,,,,demo,https://example.com/dp/DEMO00061
US,Category A,best_seller,2026-02-01,62,DEMO00062,Demo Product 00062,Brand_052,137.09,,4.6,1052.0,1,,,,demo,https://example.com/dp/DEMO00062
US,Category A,best_seller,2026-02-01,63,DEMO00063,Demo Product 00063,Brand_011,34.27,,4.5,3987.0,1,,,,demo,https://example.com/dp/DEMO00063
US,Category A,best_seller,2026-02-01,64,DEMO00064,Demo Product 00064,Brand_013,167.06,,4.4,424.0,1,,,,demo,https://example.com/dp/DEMO00064
US,Category A,best_seller,2026-02-01,65,DEMO00065,Demo Product 00065,Brand_NA,37.05,,4.4,449.0,1,,,,demo,https://example.com/dp/DEMO00065
US,Category A,best_seller,2026-02-01,66,DEMO00066,Demo Product 00066,Brand_061,97.93,,4.6,577.0,1,,,,demo,https://example.com/dp/DEMO00066
US,Category A,best_seller,2026-02-01,67,DEMO00067,Demo Product 00067,Brand_027,7.8,,3.9,485.0,0,,,,demo,https://example.com/dp/DEMO00067
US,Category A,best_seller,2026-02-01,68,DEMO00068,Demo Product 00068,Brand_228,9.76,,4.2,937.0,0,,,,demo,https://example.com/dp/DEMO00068
US,Category A,best_seller,2026-02-01,69,DEMO00069,Demo Product 00069,Brand_007,41.19,,4.5,540.0,1,,,,demo,https://example.com/dp/DEMO00069
US,Category A,best_seller,2026-02-01,70,DEMO00070,Demo Product 00070,Brand_259,24.68,,4.3,1495.0,1,,,,demo,https://example.com/dp/DEMO00070
US,Category A,best_seller,2026-02-01,71,DEMO00071,Demo Product 00071,Brand_229,66.57,,4.4,393.0,0,,,,demo,https://example.com/dp/DEMO00071
US,Category A,best_seller,2026-02-01,72,DEMO00072,Demo Product 00072,Brand_NA,26.67,,4.3,2506.0,1,,,,demo,https://example.com/dp/DEMO00072
US,Category A,best_seller,2026-02-01,73,DEMO00073,Demo Product 00073,Brand_NA,29.51,,5.0,30.0,0,,,,demo,https://example.com/dp/DEMO00073
US,Category A,best_seller,2026-02-01,74,DEMO00074,Demo Product 00074,Brand_011,235.38,,4.1,1423.0,1,,,,demo,https://example.com/dp/DEMO00074
US,Category A,best_seller,2026-02-01,75,DEMO00075,Demo Product 00075,Brand_510,8.68,,4.5,2137.0,1,,,,demo,https://example.com/dp/DEMO00075
US,Category A,best_seller,2026-02-01,76,DEMO00076,Demo Product 00076,Brand_376,569.47,,4.7,117.0,1,,,,demo,https://example.com/dp/DEMO00076
US,Category A,best_seller,2026-02-01,77,DEMO00077,Demo Product 00077,Brand_NA,49.15,,4.4,600.0,1,,,,demo,https://example.com/dp/DEMO00077
US,Category A,best_seller,2026-02-01,78,DEMO00078,Demo Product 00078,Brand_511,30.48,,4.4,8160.0,1,,,,demo,https://example.com/dp/DEMO00078
US,Category A,best_seller,2026-02-01,79,DEMO00079,Demo Product 00079,Brand_060,61.83,,4.4,942.0,1,,,,demo,https://example.com/dp/DEMO00079
US,Category A,best_seller,2026-02-01,80,DEMO00080,Demo Product 00080,Brand_055,161.98,,4.5,743.0,1,,,,demo,https://example.com/dp/DEMO00080
US,Category A,best_seller,2026-02-01,81,DEMO00081,Demo Product 00081,Brand_637,270.92,,4.2,216.0,1,,,,demo,https://example.com/dp/DEMO00081
US,Category A,best_seller,2026-02-01,82,DEMO00082,Demo Product 00082,Brand_699,20.59,,4.3,1234.0,1,,,,demo,https://example.com/dp/DEMO00082
US,Category A,best_seller,2026-02-01,83,DEMO00083,Demo Product 00083,Brand_061,79.82,,4.7,352.0,1,,,,demo,https://example.com/dp/DEMO00083
US,Category A,best_seller,2026-02-01,84,DEMO00084,Demo Product 00084,Brand_185,9.96,,3.9,578.0,1,,,,demo,https://example.com/dp/DEMO00084
US,Category A,best_seller,2026-02-01,85,DEMO00085,Demo Product 00085,Brand_421,11.99,,3.9,712.0,1,,,,demo,https://example.com/dp/DEMO00085
US,Category A,best_seller,2026-02-01,86,DEMO00086,Demo Product 00086,Brand_NA,76.09,,4.9,45.0,0,,,,demo,https://example.com/dp/DEMO00086
US,Category A,best_seller,2026-02-01,87,DEMO00087,Demo Product 00087,Brand_NA,50.52,,5.0,7.0,1,,,,demo,https://example.com/dp/DEMO00087
US,Category A,best_seller,2026-02-01,88,DEMO00088,Demo Product 00088,Brand_512,48.21,,4.4,96.0,0,,,,demo,https://example.com/dp/DEMO00088
US,Category A,best_seller,2026-02-01,89,DEMO00089,Demo Product 00089,Brand_1106,15.37,,4.2,89.0,1,,,,demo,https://example.com/dp/DEMO00089
US,Category A,best_seller,2026-02-01,90,DEMO00090,Demo Product 00090,Brand_011,152.55,,4.6,3822.0,1,,,,demo,https://example.com/dp/DEMO00090
US,Category A,best_seller,2026-02-01,91,DEMO00091,Demo Product 00091,Brand_NA,39.64,,4.3,102.0,1,,,,demo,https://example.com/dp/DEMO00091
US,Category A,best_seller,2026-02-01,92,DEMO00092,Demo Product 00092,Brand_330,13.52,,4.4,3144.0,1,,,,demo,https://example.com/dp/DEMO00092
US,Category A,best_seller,2026-02-01,93,DEMO00093,Demo Product 00093,Brand_564,84.26,,4.5,709.0,1,,,,demo,https://example.com/dp/DEMO00093
US,Category A,best_seller,2026-02-01,94,DEMO00094,Demo Product 00094,Brand_007,59.64,,5.0,23.0,1,,,,demo,https://example.com/dp/DEMO00094
US,Category A,best_seller,2026-02-01,95,DEMO00095,Demo Product 00095,Brand_168,25.72,,4.4,146.0,0,,,,demo,https://example.com/dp/DEMO00095
US,Category A,best_seller,2026-02-01,96,DEMO00096,Demo Product 00096,Brand_007,26.04,,4.1,334.0,1,,,,demo,https://example.com/dp/DEMO00096
US,Category A,best_seller,2026-02-01,97,DEMO00097,Demo Product 00097,Brand_013,93.48,,4.5,375.0,1,,,,demo,https://example.com/dp/DEMO00097
US,Category A,best_seller,2026-02-01,98,DEMO00098,Demo Product 00098,Brand_513,175.09,,4.7,543.0,1,,,,demo,https://example.com/dp/DEMO00098
US,Category A,best_seller,2026-02-01,99,DEMO00099,Demo Product 00099,Brand_203,19.75,,4.5,236.0,1,,,,demo,https://example.com/dp/DEMO00099
US,Category A,best_seller,2026-02-01,100,DEMO00100,Demo Product 00100,Brand_NA,41.67,,4.5,2206.0,0,,,,demo,https://example.com/dp/DEMO00100
US,Category A,movers_shakers,2026-02-01,1,DEMO00058,Demo Product 00058,Brand_167,86.2,,5.0,3.0,1,58.0,211.0,263.0,demo,https://example.com/dp/DEMO00058
US,Category A,movers_shakers,2026-02-01,2,DEMO00101,Demo Product 00101,Brand_789,242.47,,4.5,24.0,1,331.0,865.0,161.0,demo,https://example.com/dp/DEMO00101
US,Category A,movers_shakers,2026-02-01,3,DEMO00102,Demo Product 00102,Brand_912,19.28,,4.3,57.0,0,396.0,777.0,96.0,demo,https://example.com/dp/DEMO00102
US,Category A,movers_shakers,2026-02-01,4,DEMO00103,Demo Product 00103,Brand_168,20.48,,3.9,4869.0,1,241.0,460.0,90.0,demo,https://example.com/dp/DEMO00103
US,Category A,movers_shakers,2026-02-01,5,DEMO00104,Demo Product 00104,Brand_1328,10.38,,3.8,62.0,1,279.0,530.0,89.0,demo,https://example.com/dp/DEMO00104
US,Category A,movers_shakers,2026-02-01,6,DEMO00105,Demo Product 00105,Brand_129,116.04,,4.8,14.0,1,344.0,639.0,85.0,demo,https://example.com/dp/DEMO00105
US,Category A,movers_shakers,2026-02-01,7,DEMO00106,Demo Product 00106,Brand_139,37.09,,4.9,35.0,0,188.0,346.0,84.0,demo,https://example.com/dp/DEMO00106
US,Category A,movers_shakers,2026-02-01,8,DEMO00107,Demo Product 00107,Brand_1329,107.72,,4.1,204.0,0,276.0,491.0,77.0,demo,https://example.com/dp/DEMO00107
US,Category A,movers_shakers,2026-02-01,9,DEMO00108,Demo Product 00108,Brand_011,582.1,,4.2,1224.0,1,390.0,646.0,65.0,demo,https://example.com/dp/DEMO00108
US,Category A,movers_shakers,2026-02-01,10,DEMO00109,Demo Product 00109,Brand_565,62.03,,4.5,225.0,0,357.0,591.0,65.0,demo,https://example.com/dp/DEMO00109
US,Category A,movers_shakers,2026-02-01,11,DEMO00110,Demo Product 00110,Brand_1330,14.3,,4.0,55.0,1,153.0,248.0,62.0,demo,https://example.com/dp/DEMO00110
US,Category A,movers_shakers,2026-02-01,12,DEMO00111,Demo Product 00111,Brand_091,20.93,,4.0,218.0,1,354.0,561.0,58.0,demo,https://example.com/dp/DEMO00111
US,Category A,movers_shakers,2026-02-01,13,DEMO00112,Demo Product 00112,Brand_013,128.5,,4.4,306.0,0,178.0,282.0,58.0,demo,https://example.com/dp/DEMO00112
US,Category A,movers_shakers,2026-02-01,14,DEMO00113,Demo Product 00113,Brand_013,290.78,,4.7,47.0,0,211.0,334.0,58.0,demo,https://example.com/dp/DEMO00113
US,Category A,movers_shakers,2026-02-01,15,DEMO00114,Demo Product 00114,Brand_136,20.04,,4.0,5143.0,0,216.0,336.0,55.0,demo,https://example.com/dp/DEMO00114
US,Category A,movers_shakers,2026-02-01,16,DEMO00009,Demo Product 00009,Brand_NA,9.99,,4.3,1298.0,1,9.0,14.0,55.0,demo,https://example.com/dp/DEMO00009
US,Category A,movers_shakers,2026-02-01,17,DEMO00115,Demo Product 00115,Brand_790,26.02,,4.0,912.0,0,351.0,545.0,55.0,demo,https://example.com/dp/DEMO00115
US,Category A,movers_shakers,2026-02-01,18,DEMO00116,Demo Product 00116,Brand_455,23.03,,4.3,845.0,1,242.0,375.0,54.0,demo,https://example.com/dp/DEMO00116
US,Category A,movers_shakers,2026-02-01,19,DEMO00117,Demo Product 00117,Brand_1107,2938.5,,4.6,145.0,0,360.0,557.0,54.0,demo,https://example.com/dp/DEMO00117
US,Category A,movers_shakers,2026-02-01,20,DEMO00118,Demo Product 00118,Brand_1331,95.12,,4.5,91.0,1,355.0,549.0,54.0,demo,https://example.com/dp/DEMO00118
US,Category A,movers_shakers,2026-02-01,21,DEMO00119,Demo Product 00119,Brand_700,74.39,,4.3,31.0,1,315.0,487.0,54.0,demo,https://example.com/dp/DEMO00119
US,Category A,movers_shakers,2026-02-01,22,DEMO00120,Demo Product 00120,Brand_136,17.65,,4.4,95.0,0,395.0,609.0,54.0,demo,https://example.com/dp/DEMO00120
US,Category A,movers_shakers,2026-02-01,23,DEMO00121,Demo Product 00121,Brand_022,21.08,,4.0,10052.0,1,191.0,294.0,53.0,demo,https://example.com/dp/DEMO00121
US,Category A,movers_shakers,2026-02-01,24,DEMO00122,Demo Product 00122,Brand_913,60.55,,4.5,192.0,0,271.0,411.0,51.0,demo,https://example.com/dp/DEMO00122
US,Category A,movers_shakers,2026-02-01,25,DEMO00123,Demo Product 00123,Brand_256,326.04,,4.3,403.0,1,334.0,503.0,50.0,demo,https://example.com/dp/DEMO00123
US,Category A,movers_shakers,2026-02-01,26,DEMO00124,Demo Product 00124,Brand_565,23.74,,4.0,54.0,1,363.0,542.0,49.0,demo,https://example.com/dp/DEMO00124
US,Category A,movers_shakers,2026-02-01,27,DEMO00125,Demo Product 00125,Brand_NA,29.8,,5.0,29.0,0,73.0,108.0,47.0,demo,https://example.com/dp/DEMO00125
US,Category A,movers_shakers,2026-02-01,28,DEMO00126,Demo Product 00126,Brand_NA,143.17,,4.9,17.0,0,105.0,154.0,46.0,demo,https://example.com/dp/DEMO00126
US,Category A,movers_shakers,2026-02-01,29,DEMO00127,Demo Product 00127,Brand_010,89.58,,4.6,558.0,0,310.0,447.0,44.0,demo,https://example.com/dp/DEMO00127
US,Category A,movers_shakers,2026-02-01,30,DEMO00128,Demo Product 00128,Brand_011,887.49,,4.4,163.0,0,338.0,484.0,43.0,demo,https://example.com/dp/DEMO00128
US,Category A,movers_shakers,2026-02-01,31,DEMO00129,Demo Product 00129,Brand_071,104.57,,4.6,20.0,1,226.0,322.0,42.0,demo,https://example.com/dp/DEMO00129
US,Category A,movers_shakers,2026-02-01,32,DEMO00130,Demo Product 00130,Brand_NA,39.28,,4.5,167.0,0,114.0,159.0,39.0,demo,https://example.com/dp/DEMO00130
US,Category A,movers_shakers,2026-02-01,33,DEMO00131,Demo Product 00131,Brand_050,30.6,,4.4,579.0,0,126.0,175.0,38.0,demo,https://example.com/dp/DEMO00131
US,Category A,movers_shakers,2026-02-01,34,DEMO00132,Demo Product 00132,Brand_NA,,,3.6,300.0,0,137.0,190.0,38.0,demo,https://example.com/dp/DEMO00132
US,Category A,movers_shakers,2026-02-01,35,DEMO00133,Demo Product 00133,Brand_102,17.23,,4.3,115.0,1,342.0,466.0,36.0,demo,https://example.com/dp/DEMO00133
US,Category A,movers_shakers,2026-02-01,36,DEMO00134,Demo Product 00134,Brand_204,81.03,,4.2,12.0,0,353.0,479.0,35.0,demo,https://example.com/dp/DEMO00134
US,Category A,movers_shakers,2026-02-01,37,DEMO00135,Demo Product 00135,Brand_1108,97.54,,4.6,47.0,0,125.0,169.0,35.0,demo,https://example.com/dp/DEMO00135
US,Category A,movers_shakers,2026-02-01,38,DEMO00136,Demo Product 00136,Brand_914,493.68,,4.4,160.0,1,164.0,220.0,34.0,demo,https://example.com/dp/DEMO00136
US,Category A,movers_shakers,2026-02-01,39,DEMO00137,Demo Product 00137,Brand_090,19.86,,4.4,34.0,0,60.0,80.0,33.0,demo,https://example.com/dp/DEMO00137
US,Category A,movers_shakers,2026-02-01,40,DEMO00138,Demo Product 00138,Brand_013,193.43,,4.8,43.0,0,187.0,249.0,33.0,demo,https://example.com/dp/DEMO00138
US,Category A,movers_shakers,2026-02-01,41,DEMO00139,Demo Product 00139,Brand_055,91.02,,4.8,14.0,1,260.0,343.0,31.0,demo,https://example.com/dp/DEMO00139
US,Category A,movers_shakers,2026-02-01,42,DEMO00140,Demo Product 00140,Brand_NA,47.7,,4.8,24.0,0,213.0,280.0,31.0,demo,https://example.com/dp/DEMO00140
US,Category A,movers_shakers,2026-02-01,43,DEMO00141,Demo Product 00141,Brand_1109,18.13,,4.2,31.0,0,340.0,445.0,30.0,demo,https://example.com/dp/DEMO00141
US,Category A,movers_shakers,2026-02-01,44,DEMO00142,Demo Product 00142,Brand_011,655.66,,4.3,2139.0,0,274.0,355.0,29.0,demo,https://example.com/dp/DEMO00142
US,Category A,movers_shakers,2026-02-01,45,DEMO00143,Demo Product 00143,Brand_NA,114.35,,4.3,1933.0,0,364.0,468.0,28.0,demo,https://example.com/dp/DEMO00143
US,Category A,movers_shakers,2026-02-01,46,DEMO00144,Demo Product 00144,Brand_102,314.36,,4.4,49.0,1,382.0,490.0,28.0,demo,https://example.com/dp/DEMO00144
US,Category A,movers_shakers,2026-02-01,47,DEMO00145,Demo Product 00145,Brand_1332,20.91,,4.0,21.0,1,358.0,459.0,28.0,demo,https://example.com/dp/DEMO00145
US,Category A,movers_shakers,2026-02-01,48,DEMO00146,Demo Product 00146,Brand_136,19.33,,4.4,116.0,0,170.0,215.0,26.0,demo,https://example.com/dp/DEMO00146
US,Category A,movers_shakers,2026-02-01,49,DEMO00147,Demo Product 00147,Brand_791,1014.85,,4.4,16.0,0,312.0,394.0,26.0,demo,https://example.com/dp/DEMO00147
US,Category A,movers_shakers,2026-02-01,50,DEMO00148,Demo Product 00148,Brand_103,106.39,,4.4,18.0,0,328.0,414.0,26.0,demo,https://example.com/dp/DEMO00148
US,Category A,movers_shakers,2026-02-01,51,DEMO00149,Demo Product 00149,Brand_NA,9.77,,4.4,183.0,0,128.0,161.0,25.0,demo,https://example.com/dp/DEMO00149
US,Category A,movers_shakers,2026-02-01,52,DEMO00150,Demo Product 00150,Brand_NA,37.94,,4.1,192.0,0,264.0,332.0,25.0,demo,https://example.com/dp/DEMO00150
US,Category A,movers_shakers,2026-02-01,53,DEMO00151,Demo Product 00151,Brand_182,25.21,,4.5,24444.0,0,4.0,5.0,25.0,demo,https://example.com/dp/DEMO00151
US,Category A,movers_shakers,2026-02-01,54,DEMO00152,Demo Product 00152,Brand_915,166.23,,4.0,122.0,0,361.0,450.0,24.0,demo,https://example.com/dp/DEMO00152
US,Category A,movers_shakers,2026-02-01,55,DEMO00153,Demo Product 00153,Brand_007,95.7,,4.5,123.0,0,280.0,349.0,24.0,demo,https://example.com/dp/DEMO00153
US,Category A,movers_shakers,2026-02-01,56,DEMO00154,Demo Product 00154,Brand_010,814.53,,4.7,369.0,0,371.0,458.0,23.0,demo,https://example.com/dp/DEMO00154
US,Category A,movers_shakers,2026-02-01,57,DEMO00155,Demo Product 00155,Brand_NA,103.15,,5.0,22.0,0,30.0,37.0,23.0,demo,https://example.com/dp/DEMO00155
US,Category A,movers_shakers,2026-02-01,58,DEMO00156,Demo Product 00156,Brand_011,153.45,,4.6,4139.0,0,90.0,111.0,23.0,demo,https://example.com/dp/DEMO00156
US,Category A,movers_shakers,2026-02-01,59,DEMO00089,Demo Product 00089,Brand_1106,15.23,,4.2,93.0,1,89.0,109.0,22.0,demo,https://example.com/dp/DEMO00089
US,Category A,movers_shakers,2026-02-01,60,DEMO00157,Demo Product 00157,Brand_NA,,,3.9,471.0,0,67.0,82.0,22.0,demo,https://example.com/dp/DEMO00157
US,Category A,movers_shakers,2026-02-01,61,DEMO00076,Demo Product 00076,Brand_376,547.94,,4.7,110.0,1,76.0,93.0,22.0,demo,https://example.com/dp/DEMO00076
US,Category A,movers_shakers,2026-02-01,62,DEMO00158,Demo Product 00158,Brand_183,54.78,,4.0,134.0,0,372.0,453.0,21.0,demo,https://example.com/dp/DEMO00158
US,Category A,movers_shakers,2026-02-01,63,DEMO00159,Demo Product 00159,Brand_422,232.22,,4.7,789.0,0,290.0,353.0,21.0,demo,https://example.com/dp/DEMO00159
US,Category A,movers_shakers,2026-02-01,64,DEMO00160,Demo Product 00160,Brand_022,125.37,,5.0,21.0,0,277.0,337.0,21.0,demo,https://example.com/dp/DEMO00160
US,Category A,movers_shakers,2026-02-01,65,DEMO00161,Demo Product 00161,Brand_022,102.05,,4.3,18.0,0,238.0,289.0,21.0,demo,https://example.com/dp/DEMO00161
